"branch","component","sex","weight_kg","waist_circum_m","stature_m"
"Combat Service Support","Army National Guard","Male",101.2,1.111,1.793
"Combat Service Support","Army National Guard","Male",62.5,0.771,1.703
"Combat Service Support","Army National Guard","Male",105.1,1.054,1.81
"Combat Service Support","Army National Guard","Male",89.8,0.894,1.868
"Combat Service Support","Army National Guard","Male",91.4,1.002,1.698
"Combat Service Support","Army National Guard","Male",80.5,0.911,1.72
"Combat Arms","Army National Guard","Male",77,0.907,1.752
"Combat Arms","Army National Guard","Male",98,1.01,1.682
"Combat Arms","Army National Guard","Male",102,0.987,1.853
"Combat Arms","Army National Guard","Male",78.3,0.851,1.777
"Combat Arms","Army National Guard","Male",80.1,0.901,1.728
"Combat Arms","Army National Guard","Male",91.2,1.014,1.726
"Combat Arms","Army National Guard","Male",78.7,0.933,1.651
"Combat Arms","Army National Guard","Male",60.7,0.755,1.674
"Combat Arms","Army National Guard","Male",79.8,0.837,1.753
"Combat Arms","Army National Guard","Male",101.1,1.066,1.721
"Combat Arms","Army National Guard","Male",89,0.946,1.783
"Combat Arms","Army National Guard","Male",69,0.83,1.732
"Combat Service Support","Army National Guard","Male",68.4,0.771,1.787
"Combat Service Support","Army National Guard","Male",108.5,1.092,1.766
"Combat Service Support","Army National Guard","Male",65.5,0.786,1.723
"Combat Arms","Army National Guard","Male",79.7,0.873,1.757
"Combat Arms","Army National Guard","Male",84.5,0.933,1.7
"Combat Service Support","Army National Guard","Male",57.8,0.72,1.75
"Combat Service Support","Army National Guard","Male",96.2,1.036,1.637
"Combat Support","Army National Guard","Male",92.1,0.916,1.773
"Combat Support","Army National Guard","Male",109.3,1.191,1.702
"Combat Service Support","Army National Guard","Male",89,1.002,1.798
"Combat Arms","Army National Guard","Male",87.3,0.934,1.796
"Combat Arms","Army National Guard","Male",76.8,0.901,1.717
"Combat Service Support","Army National Guard","Male",81.9,0.896,1.718
"Combat Support","Army National Guard","Male",82.1,0.85,1.839
"Combat Support","Army National Guard","Male",69.1,0.83,1.619
"Combat Service Support","Army National Guard","Male",91.3,0.977,1.79
"Combat Service Support","Army National Guard","Male",88.2,0.92,1.893
"Combat Arms","Army National Guard","Male",86.1,0.875,1.807
"Combat Service Support","Army National Guard","Male",108.3,1.176,1.746
"Combat Service Support","Army National Guard","Male",71.8,0.9,1.76
"Combat Service Support","Army National Guard","Male",106.9,1.175,1.823
"Combat Support","Army National Guard","Male",88.3,1.047,1.673
"Combat Service Support","Army National Guard","Male",86.2,0.95,1.724
"Combat Support","Army National Guard","Male",104.7,1.1,1.757
"Combat Support","Army National Guard","Male",68.2,0.841,1.649
"Combat Arms","Army National Guard","Male",87.7,0.935,1.718
"Combat Arms","Army National Guard","Male",77.6,0.875,1.789
"Combat Service Support","Army National Guard","Male",75.3,0.877,1.669
"Combat Service Support","Army National Guard","Male",92.4,1.016,1.732
"Combat Service Support","Army National Guard","Male",76.7,0.858,1.846
"Combat Support","Army National Guard","Male",83.9,0.85,1.737
"Combat Service Support","Army National Guard","Male",86.8,0.932,1.706
"Combat Service Support","Army National Guard","Male",110.8,1.117,1.865
"Combat Service Support","Army National Guard","Male",76.2,0.8,1.858
"Combat Service Support","Army National Guard","Male",96.8,1,1.8
"Combat Service Support","Army National Guard","Male",71.1,0.831,1.64
"Combat Service Support","Army National Guard","Male",101,1.11,1.761
"Combat Service Support","Army National Guard","Male",101.2,1.104,1.809
"Combat Support","Army National Guard","Male",87,1.056,1.675
"Combat Arms","Army National Guard","Male",97.9,1.066,1.777
"Combat Arms","Army National Guard","Male",103.8,1.127,1.818
"Combat Arms","Army National Guard","Male",89.1,0.984,1.77
"Combat Service Support","Army National Guard","Male",74.6,0.846,1.668
"Combat Support","Army National Guard","Male",84,0.95,1.74
"Combat Service Support","Army National Guard","Male",75,0.84,1.79
"Combat Service Support","Army National Guard","Male",110.6,1.176,1.708
"Combat Arms","Army National Guard","Male",72.7,0.905,1.684
"Combat Arms","Army National Guard","Male",88.2,0.885,1.828
"Combat Arms","Army National Guard","Male",66.3,0.912,1.682
"Combat Arms","Army National Guard","Male",85.2,0.971,1.805
"Combat Service Support","Army National Guard","Male",73.4,0.846,1.666
"Combat Support","Army National Guard","Male",68.7,0.835,1.727
"Combat Support","Army National Guard","Male",92.5,0.988,1.828
"Combat Service Support","Army National Guard","Male",76.2,0.897,1.683
"Combat Service Support","Army National Guard","Male",80.4,0.868,1.709
"Combat Service Support","Army National Guard","Male",92.1,1.046,1.696
"Combat Service Support","Army National Guard","Male",91.4,0.901,1.79
"Combat Arms","Army National Guard","Male",79.6,0.805,1.795
"Combat Service Support","Army National Guard","Male",74.6,0.792,1.736
"Combat Arms","Army National Guard","Male",72.6,0.83,1.778
"Combat Support","Army National Guard","Male",68.7,0.808,1.771
"Combat Arms","Army National Guard","Male",89.2,0.917,1.845
"Combat Arms","Army National Guard","Male",69,0.763,1.738
"Combat Service Support","Army National Guard","Male",68.2,0.784,1.71
"Combat Arms","Army National Guard","Male",75.7,0.945,1.645
"Combat Arms","Army National Guard","Male",82.7,0.91,1.7
"Combat Arms","Army National Guard","Male",80.1,0.907,1.687
"Combat Support","Army National Guard","Male",93,1.02,1.81
"Combat Arms","Army National Guard","Male",76,0.906,1.722
"Combat Service Support","Army National Guard","Male",95,1.033,1.788
"Combat Support","Army National Guard","Male",69.1,0.815,1.784
"Combat Arms","Army National Guard","Male",81.1,0.891,1.78
"Combat Arms","Army National Guard","Male",84.7,0.865,1.777
"Combat Arms","Army National Guard","Male",73,0.856,1.746
"Combat Arms","Army National Guard","Male",79.1,0.9,1.775
"Combat Arms","Army National Guard","Male",96.3,1.024,1.774
"Combat Arms","Army National Guard","Male",104.9,1.12,1.735
"Combat Arms","Army National Guard","Male",87,0.985,1.748
"Combat Arms","Army National Guard","Male",70.5,0.816,1.704
"Combat Arms","Army National Guard","Male",97.8,1.048,1.728
"Combat Service Support","Army National Guard","Male",103.9,1.108,1.767
"Combat Service Support","Army National Guard","Male",96.9,1.096,1.719
"Combat Service Support","Army National Guard","Male",78.3,0.854,1.878
"Combat Service Support","Army National Guard","Male",83.6,0.93,1.703
"Combat Support","Army National Guard","Male",69.4,0.827,1.726
"Combat Support","Army National Guard","Male",95.8,1.082,1.703
"Combat Arms","Army National Guard","Male",94.5,0.988,1.701
"Combat Service Support","Army National Guard","Male",80.7,0.972,1.788
"Combat Arms","Army National Guard","Male",91.2,1.04,1.797
"Combat Arms","Army National Guard","Male",85,0.967,1.772
"Combat Service Support","Army National Guard","Male",74.4,0.89,1.657
"Combat Service Support","Army National Guard","Male",98,1.074,1.786
"Combat Service Support","Army National Guard","Male",92.6,0.938,1.743
"Combat Arms","Army National Guard","Male",84.3,0.927,1.751
"Combat Support","Army National Guard","Male",78.2,0.895,1.698
"Combat Service Support","Army National Guard","Male",96.9,1.098,1.722
"Combat Service Support","Army National Guard","Male",86.9,1.001,1.663
"Combat Arms","Army National Guard","Male",95.6,0.965,1.813
"Combat Service Support","Army National Guard","Male",87.6,0.995,1.784
"Combat Arms","Army National Guard","Male",89.2,0.94,1.854
"Combat Arms","Army National Guard","Male",60.9,0.775,1.653
"Combat Arms","Army National Guard","Male",79.6,0.988,1.7
"Combat Arms","Army National Guard","Male",98.1,1.058,1.96
"Combat Arms","Army National Guard","Male",74.2,0.862,1.734
"Combat Arms","Army National Guard","Male",95.5,1.042,1.737
"Combat Service Support","Army National Guard","Male",95.2,0.938,1.838
"Combat Arms","Army National Guard","Male",84.8,0.998,1.699
"Combat Arms","Army National Guard","Male",87.1,0.902,1.805
"Combat Arms","Army National Guard","Male",104.1,1.082,1.83
"Combat Arms","Army National Guard","Male",66.2,0.78,1.764
"Combat Arms","Army National Guard","Male",82.1,0.92,1.724
"Combat Arms","Army National Guard","Male",84.4,0.961,1.755
"Combat Arms","Army National Guard","Male",87.6,0.945,1.818
"Combat Arms","Army National Guard","Male",80,0.86,1.808
"Combat Arms","Army National Guard","Male",98.4,0.949,1.917
"Combat Arms","Army National Guard","Male",78.7,0.81,1.771
"Combat Arms","Army National Guard","Male",95.2,0.939,1.803
"Combat Arms","Army National Guard","Male",67.6,0.732,1.792
"Combat Arms","Army National Guard","Male",68.3,0.825,1.756
"Combat Arms","Army National Guard","Male",84.1,0.868,1.78
"Combat Arms","Army National Guard","Male",82.8,0.952,1.792
"Combat Arms","Army National Guard","Male",93.7,0.948,1.863
"Combat Service Support","Army National Guard","Male",106,1.09,1.82
"Combat Arms","Army National Guard","Male",86.9,0.88,1.798
"Combat Arms","Army National Guard","Male",85.3,0.915,1.913
"Combat Arms","Army National Guard","Male",75.3,0.853,1.691
"Combat Support","Army National Guard","Male",93.3,0.955,1.822
"Combat Arms","Army National Guard","Male",84.9,0.978,1.718
"Combat Arms","Army National Guard","Male",95.7,0.96,1.789
"Combat Arms","Army National Guard","Male",75.5,0.816,1.674
"Combat Arms","Army National Guard","Male",77.3,0.951,1.692
"Combat Arms","Army National Guard","Male",73.5,0.81,1.804
"Combat Arms","Army National Guard","Male",84.9,0.885,1.8
"Combat Arms","Army National Guard","Male",101,1.003,1.862
"Combat Arms","Army National Guard","Male",74.1,0.935,1.667
"Combat Arms","Army National Guard","Male",77.3,0.887,1.633
"Combat Arms","Army National Guard","Male",83.3,1.026,1.673
"Combat Service Support","Army National Guard","Male",94.5,0.908,1.896
"Combat Arms","Army National Guard","Male",98.4,1.077,1.826
"Combat Service Support","Army National Guard","Male",74.6,0.94,1.68
"Combat Arms","Army National Guard","Male",91.7,0.96,1.799
"Combat Arms","Army National Guard","Male",88.3,0.936,1.793
"Combat Support","Army National Guard","Male",101.6,1.048,1.82
"Combat Arms","Army National Guard","Male",67,0.755,1.788
"Combat Arms","Army National Guard","Male",72.6,0.83,1.708
"Combat Arms","Army National Guard","Male",118.5,1.112,1.872
"Combat Arms","Army National Guard","Male",82.9,0.875,1.897
"Combat Arms","Army National Guard","Male",78.6,0.95,1.739
"Combat Arms","Army National Guard","Male",78.1,0.826,1.706
"Combat Arms","Army National Guard","Male",71.3,0.822,1.749
"Combat Arms","Army National Guard","Male",83.1,0.89,1.721
"Combat Arms","Army National Guard","Male",77.1,0.88,1.838
"Combat Arms","Army National Guard","Male",73.1,0.975,1.714
"Combat Arms","Army National Guard","Male",77.5,0.825,1.683
"Combat Arms","Army National Guard","Male",72.7,0.846,1.688
"Combat Arms","Army National Guard","Male",75.8,0.86,1.696
"Combat Arms","Army National Guard","Male",89.8,0.915,1.78
"Combat Service Support","Army National Guard","Male",134.6,1.302,1.812
"Combat Support","Army National Guard","Male",87,0.825,1.748
"Combat Service Support","Army National Guard","Male",67,0.864,1.67
"Combat Service Support","Army National Guard","Male",84.7,0.9,1.811
"Combat Support","Army National Guard","Male",101.3,1.07,1.781
"Combat Service Support","Army National Guard","Male",80.2,0.908,1.764
"Combat Service Support","Army National Guard","Male",69.7,0.808,1.661
"Combat Arms","Army National Guard","Male",94.7,0.955,1.737
"Combat Arms","Army National Guard","Male",79.1,0.83,1.702
"Combat Arms","Army National Guard","Male",73.6,0.771,1.636
"Combat Arms","Army National Guard","Male",85.5,0.955,1.709
"Combat Arms","Army National Guard","Male",103.6,1.065,1.71
"Combat Arms","Army National Guard","Male",75.9,0.866,1.669
"Combat Arms","Army National Guard","Male",93.2,0.99,1.79
"Combat Arms","Army National Guard","Male",95.5,1.048,1.792
"Combat Arms","Army National Guard","Male",66.1,0.833,1.696
"Combat Arms","Army National Guard","Male",93.6,0.987,1.784
"Combat Arms","Army National Guard","Male",86.5,0.992,1.767
"Combat Arms","Army National Guard","Male",78.4,0.958,1.666
"Combat Arms","Army National Guard","Male",72.4,0.836,1.721
"Combat Arms","Army National Guard","Male",73.7,0.892,1.644
"Combat Arms","Army National Guard","Male",83.8,0.976,1.724
"Combat Service Support","Army National Guard","Male",79.2,0.976,1.646
"Combat Service Support","Army National Guard","Male",70,0.911,1.771
"Combat Arms","Army National Guard","Male",88.6,0.999,1.781
"Combat Arms","Army National Guard","Male",70.3,0.821,1.7
"Combat Arms","Army National Guard","Male",75,0.835,1.78
"Combat Support","Army National Guard","Male",95.3,0.995,1.758
"Combat Arms","Army National Guard","Male",78.5,0.877,1.818
"Combat Arms","Army National Guard","Male",98,1.019,1.703
"Combat Arms","Army National Guard","Male",71.7,0.89,1.706
"Combat Arms","Army National Guard","Male",64.2,0.73,1.726
"Combat Arms","Army National Guard","Male",78.4,0.823,1.763
"Combat Arms","Army National Guard","Male",73.4,0.948,1.652
"Combat Arms","Army National Guard","Male",100,1.08,1.805
"Combat Arms","Army National Guard","Male",96.2,0.941,1.874
"Combat Arms","Army National Guard","Male",80.9,0.895,1.816
"Combat Support","Army National Guard","Male",79.1,0.906,1.74
"Combat Arms","Army National Guard","Male",68,0.834,1.681
"Combat Arms","Army National Guard","Male",65.6,0.804,1.655
"Combat Arms","Army National Guard","Male",84.1,0.949,1.763
"Combat Support","Army National Guard","Male",58.8,0.722,1.746
"Combat Arms","Army National Guard","Male",73.8,0.852,1.733
"Combat Arms","Army National Guard","Male",67.2,0.774,1.757
"Combat Arms","Army National Guard","Male",62,0.826,1.567
"Combat Arms","Army National Guard","Male",73.7,0.807,1.703
"Combat Arms","Army National Guard","Male",84.8,0.87,1.718
"Combat Support","Army National Guard","Male",79.2,0.835,1.871
"Combat Arms","Army National Guard","Male",85.8,1.051,1.728
